genus	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
Acidovorax	0.000669940008819	0.005691939133894	0.000556548401171	0.005245293909228	0	0.000757670546771	0.000650132838348	0	0.007459199876767	0.000305045023526	0.01517057609751	0.009902518761108	0.00230891928519	0.000306285379419	0	0.000667153295637	0.000179748145972	0.002662574853847	0	0	0.000528957835983	0.004603447043607	0.000716673922147	0.001589514089735	0.002562138922492	0.00100597570626	0	0.003249209779757	0.000509430996019	0.000487558683218	0.000146332928601	0.000720320120517	0.0068003309062	0.005120864369877	0	0.00240083411493	0	0.00639059050782	0.00148711416328	0	0.000154707870803	0.00973993342114	0.00149690412924	0.019817823990156	0.010027750147705	0.014656506268986	0.001604368482137	0.00114793764851	0	0.00975980140722	0.000179755230542	0	0.000188381481228	0	0.003016254925777	0.000723517786266	0.000651966756553	0.000493057897557	0.006648299154152	0.00240182629927	0.00289798947198	0.00259717092609	0.005360625353035	0.000321797486428	0.000874682120449	0.002747225535599	0.00166584499333	0.00136999487002	0	0.002710999497538	0.001461400219273	0.000957383236815	0.01544451229751	0.00104734532626	0.000949908608152	0.00463643193008	0.006175942633967	0.00243408066613	0.000173145483388	0.004086474118185	0.002373218925288	0.005580776146585	0.002718858954652	0.000232736176296	0.002084559553121	0	0.000531325390548	0.02444940988576	0.001350947104925
Aciduliprofundum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590419533629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter	0	0	0	0	0	0.00028973762656	0	0	0	0.00116787004086	0.001084363793923	0	0	0	0	0	0	0	0	0.000310403198582	0	0.000646806011805	0.000967601876509	0	0	0	0.000349159616727	0	0	0	0	0.000718621754348	0	0	0	0	0.000245370397346	0	0	0.000214653149668	0	0	0	9.94363733939e-05	0.00043865625339	0.000595508605894	0	0.000311875787802	0.000205430665259	0.000942301375722	0	0	0	0.00025503676664	0	0	0.000258145338448	0	0	0	0.002545472870122	0	0	0	0	0	0	0.000373993752247	0	0	0	0	0	0	0	0	0	0	0.00020952035877	0	0.000504370327288	0.000624517837245	0.000635443961897	0	0	0.000241475057161	0	0	0
Actinobacillus	0	0	0.00102693027913	0	0.000332898788697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005677104702826	0.002438642014895	0.00204559946585	0	0.001159087503446	0.000509868946262	0	0.000701412122338	0	0	0.00033903013847	0	0.00456225290322	0	0	0.00413206291537	0	0	0	0	0	0	0	0	0	0.000166429841538	0	0.001920078957808	0.000648506818068	0.000844533282798	0	0.00250248694697	0	0	0	0.000843475254039	0.000829962467987	0.00246123616559	0	0.00213778954414	0.001380769143887	0	0.000546808561909	0	0	0	0	0	0	0	0	0	0.000364820888195	0	0	0	0	0	0	0	0	0	0.00078240386788	0	0	0	0	0	0.000455012052865	0.00174283271628	0
Actinoplanes	0	0	0	0.000126272440907	8.50723903168e-05	0	0	0	0	0	0.0008274228964	0	0.000180820080557	0	0.000214350967843	0.000614608973533	0	0	0.000195135216516	0	0.000524976677111	0.000277022801918	0.000155064421668	0.000140943932545	0	0	0	0	8.89881871197e-05	0.000201479755312	0	0	0	0.000151262386708	9.73852005054e-05	0	0	0	0	0	0	0	0.000411869334419	0.000131052861093	0	0	0	0	0	0	0	0	0.000103968128442	0	0	0	0	0	0	0.000446952964802	0.000274552390324	0	0.00282038093571	0	0	0	0	0	0	0	0	0	0.00320441030132	0	0.000873760870197	0	0	0.000139778637916	0	0	0.000199943554899	0	0.00030076008454	0.000138086564773	0	0	0	0	0.001398974287611
Actinosynnema	0	0	0.0001546929908	0	0	0	0.000864228059647	0	0	0	0	0	0	0	0	0	0.000119470500685	0	0	0	0.000294048350452	0	0	0	0.000159193755005	0	0	0	0	0	0	0	0.000635711377538	0	0	0.000135507640791	0	0	0	0	0	0.00177121850243	0	9.78732435341e-05	0	0	0	0	0	0	0	0	0	0.000251027614137	0	0.000223009527149	0	0	0	0.00016689729628	0	0	0	0.000396749916302	0	0.000137228111983	0	0.000151762319228	0	0	0	0.000153033045405	0	0	0	0	0	0.000156584776809	0	0	0	0	0	0	0	0	0	0.00441130284636	0.000517805202886
Acutodesmus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363592567083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Advenella	0	0	0	0	0	0.000261763951064	0	0	0	0	0	0.000385340060162	0	0	0	0	0	0	0	0.000270113108578	0	0	0	0	0	0	0	0	0	0.000199787989559	0	0	0	0.000315931316179	0	0	0	0	0	0	0.00101599983132	0	0.000430121538304	9.12403578868e-05	0	0	0	0	0	0	0.000211166772201	0	0	0	0	0	0	0	0	0	0	0	0.000589073516912	0	0.000342509829468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307670407625	0	0	0	0	0.00212515681571	0	0	0	0
Aequorivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000678818162028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290884346702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0.00160573904542	0	0	0.0075046407026	0	0	0	0.00976182837809	0	0	0	0	0	0.000817458348576	0	0.0108346342671	0	0.000424723178406	0	0	0	0.00537302980273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00515733296116	0.00734592716565	0	0	0	0	0.00505781806258	0	0	0	0	0	0	0	0.0112880436399
Aeromonas	0.000974049802628	0.001658847525557	0.003586851213915	0.001852700024127	0.000312050710472	0.000459479724406	0.000261006785136	0.00153203560704	0.00235451703083	0.000293035637112	0.001147775952819	0.00202918634051	0	0.000926896484874	0.0011787859493	0.000593566273372	0.000432977535795	0.003298165790503	0.00824956551033	0	0.000962339377197	0.00101562588317	0.00026990233406	0.000516990931177	0.00201929026632	0.001105994984945	0.000454926690036	0.000550372658837	0.0019575003684	0	0.0001556659875	0.001126835161836	0	0.000831841245705	0.000187707925781	0.00024554916927	0	0.000640635023233	0.000255868733277	0	0.000297234283404	0.004467330548909	0.000401059436367	0.00499711184349	0.003360974479654	0.00155322433035	0.014478964461026	0.039165040469829	0	0.001230344796992	0	0.00146825630039	0.000562326477237	0.008875708789496	0.001431428039065	0.000769033031648	0.000500710289761	0.001641151693993	0	0.000580296351831	0.0010065688166	0	0.00758019204153	0.000504347875987	0.001554074764373	0.000477137584176	0	0.000248338165378	0.000365084450905	0.000750299095398	0.000175534301627	0.000805030350691	0.008047615323615	0.00121019876859	0.066895725599694	0.001208836269563	0.000950391130719	0.00102491781614	0	0.00146612991739	0.000348018143473	0.000250427324196	0.002739039138565	0.000813742862553	0.000516360105959	0.000198934311408	0.00022431694777	0.02145507755639	0.000873756373421
Aeropyrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000824506606943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agathobacter	1.59220682231	10.0011448813	8.34682405851	10.5916629547	20.5602036218	13.3143263177	2.67730866088	10.7949936527	2.68104549129	8.34377732663	9.47137312519	11.1378817818	2.63130924172	1.61618208223	2.64014127798	14.1651990445	20.2707326222	2.91002360276	6.74842535644	26.2773943648	6.13143075731	12.7682519142	4.13063185931	8.94388276871	6.98379612128	10.4753537161	11.451462528	11.2772303178	11.5869814056	2.27794789756	8.31963889748	0.55051356573	4.25631326222	5.36176291582	17.8470698664	0.158434383225	0.118795260344	4.85168473005	4.87918495475	0.261510288315	25.7999688067	1.41024045174	16.5459921139	0.0614285243969	19.2124841835	5.48431515142	10.5332527277	3.2836793837	5.610118297	19.9323302954	5.9370290574	8.75652397547	4.13524231234	2.66880344294	6.54365006433	8.29731759346	0.0546284044972	9.52465114547	5.8722714773	9.69688776515	23.4721693767	2.91454704173	15.925185739	4.16516632001	12.2625599048	0.530226267392	1.00661266066	0.490951448355	11.4129791286	2.87619138079	0.184411570615	7.2964052741	22.6490378904	16.5946014965	9.0946009657	15.7336291269	5.30657831482	4.807190752	10.2858784406	12.1428799038	21.8237070176	1.22507998068	9.35947360038	5.94401442068	10.211369384	0.263932471204	7.43234423028	1.40631433901	8.10622606614
Aggregatibacter	0	0.000666937776074	0	0	0.00516294633835	0	0	0	0.00122780135951	0.00383147685568	0.00080492943271	0	0	0.000336646808218	0	0	0	0	0.004442220141148	0	0.00733991139885	0	0.002353679924454	0.003245340021519	0	0	0	0	0	0	0.03431291939305	0	0	0.00120849179981	0	0	0	0.000657028439843	0.000504383772346	0	0.007151730012463	0	0	0.015629341755038	0	0.00203770950348	0	0.001364780288677	0.0003549696702	0.00676677522242	0	0	0.00118307008753	0.00268544822198	0.00122419333956	0.0015904771811	0	0.00812900542923	0.00651965066181	0.008333061572481	0.00548657718787	0	0	0	0.001311283211221	0.000978694423978	0	0	0	0.00712048302384	0.000382522083145	0	0	0.000992933548733	0.000663981717928	0	0	0	0	0.00058945587914	0	0.00109145598142	0.00342239746809	0	0.002583114308473	0	0	0.02097692061626	0.00923231139467
Agrobacterium	0.000778575797859	0	0.000449725784027	0.000990284039785	0	0	0	0.000153621267122	0	0.000233676522176	0	0.000305842867576	0	0	0	0.000195196655531	0	0.000241985915571	0	0.000189045707504	0	0	0	0	0.000207730459204	0	0.000606178206513	0.00039632942793	0	0.000913937394969	0	0	0	0	0.000613161824429	0	0	0.000803486435065	0.000208953536002	0	0	0.00385604055164	0.000335339993485	0	0	0.000972040215868	0	0.000140803773223	0	0	0	0.000130867508585	0	0	0	0	0.000175722378876	0	0	0.000407049362527	0	0	0.000412278472387	0.000288359327479	0	0	0	0.000898320140777	0	0	0	0.000222449982933	0.000843511351111	0	0.00165042575208	0.000997313125104	0.000286489557844	0	0	0	0	0	0.002784531502137	0.00114455681128	0	0	0	0.00213743430444	0
Akkermansia	0.899615508011	0.050869187818	4.56903407216	0.00332674039368	0.00336194210575	0.00478139819975	6.20355802763	0.39950777617	0.000710670366622	0.00221771790741	0.00768744194264	3.83670295239	2.63333828001	0.00233827638746	8.88472140919	2.38103724757	0.305524552721	0.108750377858	2.35135613955	0.511780455698	0.109245958488	0.338198985433	0.878336558382	0.0482725313104	0.000985737794713	0.0989721802197	0.00129109603827	1.19611975527	1.96415903788	1.66177721361	0.727680144647	3.80785033752	5.00951655566	0.642659832837	0.00320710597994	0.0222354047707	0.733367402006	0.0992578291895	0.0240442153754	0.00191312833877	0.00309305371289	13.738983414	0.0178559758668	0.0106056529459	0.444728952425	0.73598160092	0.00649404663777	0.0011532307139	0.13159836026	0.0418598796056	3.03700852779	0.00167240445192	0.00102716882458	0.00349735242577	0.0301147345333	1.99055162331	0.799254112904	0.438053537038	0.459034372589	0.0155015791392	0.201395480431	9.09505878954	0.0136946180938	4.61736870816	0.0551692608099	0.166121265754	0.00394221552797	5.48985519133	5.67470012629	8.17105992	11.3430394395	0	0.00400269186447	0.048707965339	7.99767945467	0.00260819310659	9.37320684657	1.92365234819	0.00409106977929	0.00102180521257	0.166589751124	0.076757814365	0.0485329429645	0.175285757752	0.00176446633964	0.000752775650698	2.57957794432	2.94699213071	6.01658920556
Alcanivorax	0	0	0	0	0	0	0	0	0	0.0002997138478	0	0.000345905167037	0	0	0	0	0	0	0	0	0	0.0010387717493	0	0	0	0	0	0	0.000500527831074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000356165728645	0	0	0	0	0	0	0	0	0	0.000302507720658	0	0	0	0	0	0	0	0	0	0	0	0.000251929102783	0.000253997731589	0	0	0	0	0	0	0.00049138204799	0	0	0	0	0	0	0	0.003233362927005	0.000745586968943	0	0	0.000298344901293	0	0
Alicycliphilus	0	0	0	0	0	0	0	0	0.000978810335239	0	0	0	0	0	0	0	0	0	0	0	0.000501550265181	0	0	0	0	0	0	0.00247022276597	0	0	0	0	0.00103405570188	0.00220502551214	0.000842484422463	0	0	0.000299705068806	0.000963381367225	0	0	0	0	0	0.00415385603211	0.000487342135625	0	0	0	0	0	0	0	0	0.002101818588307	0	0.000721678354238	0.00173043031182	0	0	0	0	0.00161671502894	0	0.00031333994426	0.000892867528682	0	0	0	0	0	0	0	0.000237471707988	0	0.000287382335206	0	0	0	0	0	0	0	0.000251619392	0	0	0	0	0
Alicyclobacillus	0	0	0.00079604182313	0	0	0.000370676777716	0.000370605931918	0	0.000606040094473	0	0	0	0.00106960623022	0	0	0	0.00122957756113	0	0	0.00260931169199	0	0.00479082994403	0.000424387301599	0.000385741710226	0	0.000530653834926	0.000715314712199	0	0	0	0	0.000414663488705	0	0	0.000266528208171	0.00174328760575	0	0.000474073186629	0	0	0.000467363336875	0.020987387544926	0.00182725006858	0.00201460182043	0.000547547119625	0.00301742700585	0	0	0	0	0	0	0.000284544662193	0	0	0.000588792071472	0	0	0	0	0	0	0.0141809054585	0.00229686048281	0.00425400316092	0	0.00029783624451	0	0.000554448648973	0	0	0	0.000853346315543	0	0	0.000433510485534	0	0.000816305181393	0	0.000849176528964	0.00168454324085	0.00039376531045	0.000823133761657	0	0	0	0	0	0
Aliivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218817759413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000242237778602	0	0	0.000107084077673	0	0	0	0.000296793468624	0	0	0	0	0.000486237065629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000499674039952
Alistipes	1.47664041015	3.13136915732	0.405237333711	1.14426681095	0.514677231226	2.46472701457	4.40128009682	1.44890548552	5.66710975165	2.05801661232	3.09819786889	1.11021952522	1.43172462365	1.19629818866	3.97149611534	1.75153965945	0.751016889019	1.71680484976	0.909133070441	0.883833512351	0.550118540204	4.62475877728	0.784013458214	0.297366340633	0.840736160516	1.84221928455	4.30399826542	8.07522349042	1.3312614612	1.74034388691	3.06686841683	3.40245070716	0.711554002122	3.60841009463	1.21906332514	0.501340419034	0.530680610223	1.65759593405	2.217513431	6.67401071884	0.443740059798	1.50386774047	0.515161590568	0.0148084184059	0.861594333083	1.26975621051	1.33430965696	9.95877254951	0.30980065684	1.22913579165	5.49637727193	0.621624004125	0.801448358268	0.248123936215	0.785578993377	3.79976882682	0.493041361765	1.22187740038	0.685662017035	0.596460849312	0.556040942057	5.35542347254	4.49005524514	0.821346511681	1.88112474487	0.819603679845	1.9695014966	3.19590032936	4.74146767255	0.719859463059	2.40943299645	0.911295515045	2.1374339409	1.36845428566	2.74427807331	0.484539805732	3.77629240625	13.0061648632	0.910401849965	1.31289672463	0.337288039205	11.4271325196	2.37496819333	3.15093468667	1.50082289815	0.0534364233514	4.20207288169	2.77801854657	0.571289216555
Alkalilimnicola	0	0	0.000389484699345	0	0	0	0.000362657678968	0	0	0	0	0	0	0	0	0	0	0	0.00209040470473	0.000364764388116	0	0	0.000415285618836	0.00113240653694	0.00120245005579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000914679924891	0.00713529426073	0	0.000246424421912	0	0.000719379421837	0	0	0	0.000597224339251	0	0	0.000278442134532	0	0	0	0	0.00153056536359	0.00049973409918	0	0	0	0	0	0	0	0	0	0	0.00035910971553	0	0.000770610605831	0	0	0	0.000424213141106	0	0	0	0	0.00267739311299	0.000770640733172	0.00161096061219	0	0	0	0	0.00493632927443	0
Alkaliphilus	0.000242484911172	0	0.000408486112283	0.000898940772503	0.000151408810427	0.00296587941333	0.004718426409346	0	0.00181840549629	0.00189150536426	0.00178818189102	0.01561058886713	0.00440601826368	0	0.000951112963762	0.00227260680717	0	0.00351673448629	0.000548096813797	0.0038784678689	0	0.000819465946631	0	0	0.00506089324872	0.00108921273078	0	0.0120304004864	0	0	0.000431209032752	0.005654258557804	0.000531835762455	0.000447451885026	0.000547072118102	0.00572519689071	0	0.00931146245242	0.003916761966181	0	0	0.0159022185264	0.010742039990818	8.18806976533e-05	0.00142427478258	0.00452685053524	0.00287149054431	0.000327865877242	0.000262859620699	0.002213902726743	0.01600457456385	0	0.000740155088676	0	0	0.000373139277027	0	0.00203427499275	0.00209645657139	0.008652801281322	0.00324863271729	0.000526128057298	0.0108459229801	0.00016596037266	0.00339566426913	0.003817383051929	0.000499349539602	0	0.00245962207433	0	0	0.00686974793467	0.005720653814227	0.000367640051969	0.007333234119788	0.00355927053528	0	0	0.0002684076	0.000276108820779	0	0.000660183339367	0	0	0.00075246214483	0.000321023511742	0.00180991941025	0	0.002233720194065
