family	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae	1	1	0	1	1	1	2	0	1	4	0	2	4	1	0	2	0	0	0	3	0	1	1	0	0	3	0	1	0	2	0	0	0	0	2	1	0	2	0	0	1	5	3	0	0	1	2	1	0	0	1	1	1	0	0	2	3	0	1	2	0	0	1	2	4	0	0	1	0	0	2	2	3	0	2	0	0	3	2	1	1	2	4	0	2	1	3	3	3
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	5	118	2	25	1	8	5625	10	1	312	5	1273	753	0	1	8733	0	0	598	0	449	1416	43	0	0	4840	2	82	0	0	0	0	1	162	1	0	3	30	840	0	0	171	456	3	905	62	2328	0	0	598	0	0	0	0	0	496	0	13	31	131	573	1	0	0	625	0	3	0	1147	33	2370	0	37	25	3486	0	0	34572	0	5	132	2	4194	387	1	0	62	51	2237
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	7	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae	4	2	1	4	0	4	0	0	1	1	1	2	2	13	5	2	0	2	2	0	0	2	0	2	1	1	6	0	0	3	4	4	0	4	3	0	4	3	2	0	0	3	2	0	0	0	1	9	0	1	1	2	2	0	3	1	0	2	0	0	1	0	3	0	0	0	0	3	1	0	0	1	2	0	1	0	1	1	0	4	0	2	0	2	2	4	9	1	2
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	2	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	2	4	1	0	1	0	0	0	1	2	1	0	1	1	0	1	0	2	0	2	1	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|f__Methanomassiliicoccaceae	0	0	0	0	0	0	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	333	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrososphaerales|f__Nitrososphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	3	3	4	2	4	8	5	2	5	4	1	2	0	3	0	3	0	2	3	1	5	8	3	1	6	1	4	4	20	0	2	5	0	1	4	2	0	4	2	2	6	7	9	0	0	3	3	3	1	7	0	0	1	0	4	4	2	1	7	5	2	8	16	7	3	3	4	2	4	3	4	3	13	0	4	4	7	9	0	2	2	3	8	3	5	0	3	18	6
d__Bacteria|p__Acidobacteria|c__Solibacteres|o__Solibacterales|f__Solibacteraceae	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	6	2	0	1	0	0	0	0	0	1	0	0	0	1	2	0	1	0	2	1	0	3	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Acidimicrobiales|f__Acidimicrobiaceae	2	0	0	1	1	3	1	1	0	1	0	2	1	0	0	2	0	0	1	1	3	1	0	0	0	2	0	2	1	1	0	0	1	0	0	1	0	1	0	2	0	1	2	0	1	0	3	1	1	2	1	0	0	0	1	1	2	0	1	2	1	0	5	1	1	0	1	1	1	1	1	3	2	1	2	0	1	1	0	1	1	0	2	0	2	1	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Acidothermaceae	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	4	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	1	7	6	2	9	6	4	2	1	4	5	4	4	8	6	2	1	4	0	4	3	2	5	4	2	6	2	2	6	3	6	9	9	2	3	8	0	42	0	4	3	0	2	2	2	3	5	2	5	0	5	4	1	0	14	2	13	0	1	1	3	0	7	1	3	2	2	7	1	2	33	0	1	9	8	4	32	10	0	2	4	4	2	6	3	11	3	1	10
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Beutenbergiaceae	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Catenulisporaceae	0	0	1	0	0	1	0	1	2	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	2	0	0	1	0	1	2	0	1	0	1	0	1	0	3	0	1	0	2	0	1	1	1	1	0	0	1	0	1	1	1	1	1	2	1	8	0	0	0	0	0	0	2	0	0	9	1	2	1	2	1	0	0	1	0	0	0	0	0	1	2	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Cellulomonadaceae	1	0	1	1	0	2	0	0	2	0	0	5	5	0	0	3	0	0	1	1	1	4	0	0	2	1	0	2	0	0	0	0	1	0	0	1	1	2	1	0	0	3	4	7	1	2	3	3	0	2	1	0	0	0	0	4	2	0	3	2	0	0	1	3	2	1	0	0	1	1	2	5	7	3	0	1	3	0	0	0	1	0	1	1	0	0	1	5	4
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	7	7	8	5	6	9	6	6	1	3	16	13	10	8	3	9	5	4	10	4	2	2	0	4	5	7	8	10	5	9	8	4	9	2	9	10	1	5	11	3	8	23	11	16	5	7	12	14	8	5	3	4	5	3	6	10	7	7	16	3	9	4	20	13	2	4	2	3	3	8	10	2	23	8	6	2	4	12	3	2	6	5	12	5	10	10	3	32	12
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	1	2	3	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0	1	0	0	1	3	0	0	0	1	0	0	2	0	1	0	1	1	1	0	0	2	0	0	0	3
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermacoccaceae	0	0	0	0	2	2	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	3	0	3	1	2	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	1	0	2	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Frankiaceae	0	1	3	0	5	0	5	1	0	1	5	2	3	2	2	1	1	0	2	3	3	4	0	0	3	1	0	2	2	0	5	0	2	0	1	3	0	3	1	0	7	15	3	1	3	2	2	1	0	0	1	2	0	0	1	2	0	2	1	2	1	3	6	2	0	1	1	1	3	2	0	1	5	0	3	0	3	3	1	1	2	0	1	0	4	0	0	9	5
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Geodermatophilaceae	0	0	0	0	1	0	0	3	0	0	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	2	1	4	2	0	0	0	2	0	0	2	0	2	1	0	0	0	1	0	0	1	3	1	0	3	1	0	1	1	2	2	1	1	0	0	1	4	4	1	0	0	3	0	0	2	0	0	6	0	0	2	0	3	0	2	1	1	1	1	0	1	0	8	2
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Glycomycetaceae	2	2	1	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	0	3	0	0	2	6	3	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1	0	3
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Gordoniaceae	1	0	0	0	1	2	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	1	6	1	0	0	0	3	0	0	0	0	0	3	0	1	0	5	0	0	0	4	1	0	0	6	4	0	0	1	2	0	1	0	1	3	0	7	1	0	0	0	3	0	0	1	0	0	1	2	0	0	5	1	0	1	1	0	0	0	1	0	0	1	6	0	0	1	2
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Intrasporangiaceae	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	1	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Jonesiaceae	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Kineosporiaceae	0	0	1	1	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	1	6	1
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae	2	4	2	1	0	2	7	3	0	2	2	7	0	2	0	2	1	0	4	2	3	5	1	2	0	3	3	3	1	0	0	2	0	3	2	0	0	9	2	2	0	7	4	11	1	2	1	4	1	3	0	0	0	1	1	3	0	0	3	1	1	8	10	1	4	2	0	2	7	2	1	0	9	4	5	2	0	9	1	1	0	1	4	1	5	1	1	7	3
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	7	7	2	11	5	6	12	52	88	11	115	11	29	6	7	5	13	12	16	11	19	14	4	7	11	3	16	9	3	3	52	30	3	38	9	5	2	139	10	6	9	31	2	1055	5	21	9	4	2	13	21	4	4	28	84	15	3	21	72	34	16	15	31	7	14	2	3	18	5	8	2	4	22	9	5	16	6	22	2	4	7	9	13	9	10	4	3	42	13
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micromonosporaceae	3	3	6	1	4	2	6	7	3	2	2	4	5	1	1	6	0	4	2	3	1	6	0	4	4	3	4	4	1	2	4	1	4	6	0	4	1	3	2	1	5	13	7	0	5	4	9	3	0	3	6	0	2	2	1	6	2	0	5	6	2	2	8	8	4	4	1	3	7	4	3	3	8	5	7	3	3	4	1	2	0	1	4	1	6	3	3	21	4
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae	5	5	3	5	1	10	8	4	3	1	6	15	4	4	5	11	1	1	5	2	2	7	0	2	5	8	6	12	2	2	6	9	1	2	2	4	1	3	5	1	3	11	6	4	5	4	10	10	1	2	5	3	1	0	5	9	4	6	7	6	7	8	18	1	3	4	1	6	5	4	4	8	23	6	3	1	5	8	2	3	5	2	8	4	5	2	8	21	9
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nakamurellaceae	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae	1	4	0	1	5	1	8	2	3	3	5	3	6	0	2	6	2	0	3	3	2	5	5	7	5	5	1	4	3	2	6	4	0	2	4	1	1	3	4	2	1	17	5	3	2	4	3	2	2	6	5	1	3	0	1	0	2	1	9	5	0	0	7	7	0	0	2	4	1	2	3	7	13	7	4	0	3	4	2	0	0	3	4	3	6	2	3	15	3
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae	0	1	0	0	2	2	1	0	0	0	1	2	0	0	0	0	0	0	4	0	0	2	0	0	0	2	0	3	1	0	2	1	0	1	2	2	0	1	2	0	0	3	0	0	0	0	2	1	1	3	2	1	0	1	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	1	4	0	1	0	0	0	0	1	0	0	1	1	0	3	0	0	0	4	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiopsaceae	2	3	2	1	1	1	2	1	2	2	0	4	2	2	0	1	0	0	3	0	1	7	0	1	7	6	2	1	0	0	0	0	1	0	2	2	1	8	2	0	2	11	3	0	3	1	3	3	0	2	1	0	0	0	1	1	3	0	0	0	0	0	3	1	1	1	0	1	1	1	0	1	3	0	11	0	1	3	0	2	2	0	2	0	3	2	0	11	4
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae	0	2	0	0	1	2	1	1	0	0	1	1	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	2	2	0	0	1	0	3	1	0	1	1	0	2	2	1	4	0	0	1	2	0	1	0	0	1	0	1	1	1	0	2	0	1	0	2	4	0	0	0	0	4	0	0	0	1	2	0	2	0	2	2	0	0	1	0	0	0	0	2	3	3
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	6	4	3	3	5	4	6	1	3	0	4	9	5	1	2	2	2	0	9	1	3	6	4	5	1	3	0	8	4	2	5	7	1	2	3	4	1	4	6	4	7	11	5	12	2	7	5	4	6	4	0	2	1	5	5	4	0	63	6	1	4	8	4	5	2	7	1	2	11	9	1	6	6	2	6	9	3	3	1	1	9	8	29	2	4	1	1	72	4
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae	1	2	4	1	3	3	2	0	3	1	5	12	5	3	2	2	6	2	4	2	5	6	1	1	3	3	1	1	3	2	7	3	2	2	2	2	0	5	1	3	0	15	4	3	2	3	4	6	1	1	2	0	2	0	1	5	4	2	3	5	3	10	8	6	3	0	1	3	2	1	0	6	7	8	4	4	2	3	1	0	2	1	4	2	5	1	0	18	3
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Sanguibacteraceae	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	2	1	1	1	0	1	0	0	1	0	1	1	0	1	1	2	1
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Segniliparaceae	0	0	0	0	0	1	2	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	2	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae	6	13	6	8	7	4	16	6	10	3	13	18	5	9	6	5	2	3	11	9	8	22	8	8	7	9	8	12	12	3	5	16	2	9	4	13	1	27	7	8	6	29	7	10	8	9	10	6	0	7	9	4	12	2	3	13	4	11	13	18	2	15	25	10	12	9	2	14	10	5	4	5	41	15	6	8	13	19	1	3	10	7	12	6	13	3	12	42	11
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptosporangiaceae	0	0	1	1	1	1	0	0	0	0	1	3	1	0	0	1	1	0	1	0	1	0	0	0	4	1	1	3	0	0	0	0	0	0	0	1	0	5	0	0	1	1	0	1	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	7	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	1	0	0	1	4	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Thermomonosporaceae	0	0	0	1	0	1	3	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	3	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	3	0	1	1	2	0	0	0	2	0	0	0	0	2	0	2	1	2	2	0	0	0	0	2	0	0	1	0	3	0
