order	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	3	1	2	4	3	3	6	4	13	0	16	11	3	0	4	7	5	6	6	2	8	7	10	1	10	2	4	8	6	1	6	8	3	6	4	3	0	12	5	0	1	3	2	62	1	12	12	4	1	2	8	3	2	1	7	4	10	4	6	11	1	11	4	4	3	3	1	8	4	4	7	4	13	6	9	6	10	12	1	2	3	4	6	6	9	0	1	19	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Sulfuricellales	0	0	1	0	0	0	2	0	1	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	5	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	2	1
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales	1	0	1	2	0	3	0	1	0	0	2	0	0	0	0	0	1	0	0	0	3	0	1	1	3	0	0	4	2	0	1	2	0	0	1	4	0	2	0	0	0	2	0	0	2	1	3	1	0	0	0	0	0	1	1	0	1	2	0	0	0	5	5	0	0	0	0	0	2	0	1	1	1	0	0	1	0	0	1	1	2	0	0	0	1	0	1	1	1
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales	1	1	4	2	1	1	9	1	0	1	3	4	3	2	2	1	0	3	3	2	2	2	2	0	3	4	0	3	2	0	1	2	0	1	1	2	0	7	0	0	1	3	3	1	2	0	2	3	0	3	2	0	0	0	0	1	2	1	1	0	1	1	7	4	3	0	1	2	3	0	4	0	7	2	2	1	0	3	1	0	1	1	6	1	2	2	0	9	1
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	4	3	3	1	3	6	5	4	2	5	3	3	7	5	4	6	2	1	5	6	2	9	2	4	9	7	2	8	2	7	3	9	3	7	4	1	0	5	4	3	3	10	5	2	7	5	7	4	3	1	3	5	4	3	1	8	2	4	4	1	1	10	9	6	8	1	1	6	5	2	3	4	16	6	4	5	7	11	1	4	3	2	5	3	4	5	6	30	10
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	60	49	51	31	27	40	80	48	24	18	53	171	36	33	17	32	28	72	81	27	102	51	15	32	39	366	66	56	22	30	28	38	50	38	28	67	12	149	61	52	22	142	85	13	18	27	50	98	30	64	14	27	19	16	54	38	82	13	75	25	58	28	53	45	29	24	28	31	32	25	64	20	151	33	50	22	31	111	3	31	46	20	107	78	45	39	36	217	35
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales	0	0	1	3	0	2	1	0	0	1	0	2	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	10	12	11	11	8	17	19	10	8	5	5	18	18	2	6	13	9	5	18	8	12	24	6	14	8	16	6	27	10	8	8	14	5	10	11	12	5	27	5	4	6	33	15	3	3	12	14	12	2	11	8	9	11	5	7	14	5	5	12	16	14	8	25	12	13	12	7	14	8	5	11	15	55	8	22	10	11	18	4	10	2	8	15	6	19	2	8	68	21
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	7	11	10	6	7	15	29	7	17	2	21	25	19	5	4	13	7	1	11	3	9	28	5	6	16	16	4	19	8	7	10	12	5	13	6	22	2	24	8	5	4	40	16	30	10	13	25	11	3	7	5	4	2	3	4	15	10	5	25	18	3	19	55	9	5	10	1	7	10	8	11	15	43	13	14	13	11	33	4	6	5	12	24	7	22	5	9	52	12
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales	1	2	3	0	0	2	5	0	4	2	3	3	3	2	0	1	1	2	3	2	0	3	1	1	4	0	2	1	0	0	0	1	2	1	3	3	0	5	0	3	1	6	5	0	1	3	4	5	1	1	1	0	1	1	0	4	1	0	3	2	3	12	6	5	1	1	0	1	1	0	1	0	7	6	2	1	1	4	1	0	2	0	1	1	2	0	0	6	1
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	412	108	92	274	92	33	176	117	108	85	111	67	35	494	224	33	163	236	130	593	55	91	40	524	68	220	340	66	309	340	111	170	125	88	192	249	274	76	19	77	206	252	132	97	214	25	25	133	16	68	157	276	131	1578	316	61	128	26	202	47	149	663	57	81	119	40	126	190	97	53	55	164	17	382	57	169	202	96	61	114	58	42	25	114	40	10	524	5	44
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidithiobacillales	0	0	1	1	0	1	0	1	1	0	1	0	0	2	1	2	0	1	3	0	0	4	1	1	0	0	1	2	0	0	0	0	2	1	0	0	0	6	1	1	1	3	4	6	2	2	1	2	0	0	0	0	0	0	2	0	1	1	1	1	1	3	0	1	1	0	3	1	0	1	0	1	1	3	1	1	1	2	0	1	0	1	0	0	0	0	0	4	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	4	4	27	5	3	5	5	7	1	4	16	18	10	18	6	5	1	19	15	2	9	3	5	3	3	3	8	9	24	3	4	7	7	13	7	7	1	15	5	1	5	13	11	9	1	7	26	100	1	3	4	6	4	63	6	5	15	9	6	7	4	9	16	4	7	1	5	4	3	1	4	8	9	9	156	5	14	16	1	3	3	3	5	2	4	7	2	38	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	8	12	10	8	3	0	6	5	6	7	10	11	6	4	3	4	7	4	8	7	5	12	7	3	4	5	1	9	6	9	2	4	5	1	6	5	6	11	17	1	11	19	11	38	7	7	8	2	1	13	6	2	8	11	12	6	10	4	16	8	11	2	6	9	9	2	4	9	11	6	4	7	5	4	11	2	9	6	7	7	6	5	7	8	13	4	14	27	21
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0	1	2	1	1	2	2	1	1	0	1	1	0	0	0	1	1	1	2	1	0	3	1	0	1	0	0	3	1	0	1	1	2	2	2	3	1	3	3	0	0	0	0	10	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	2	1	0	1	1	0	0	2	1	0	1	0	0	1	0	2	1	0	0	0	1	0	1	2	0	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	4	5	7	7	2	5	11	3	11	2	6	5	10	2	4	2	1	4	5	4	4	8	6	0	7	6	6	7	4	4	8	9	6	7	2	8	3	10	3	9	3	20	11	15	9	5	9	5	1	3	4	4	0	2	10	11	6	3	15	8	4	4	21	6	4	5	6	8	10	8	4	10	26	9	11	7	8	9	2	7	10	16	10	7	6	2	9	28	7
